title,bedrooms,price,location,post_time
Grogeous 2 Bed w/ Private Terrace and Laundry near Prospect Park!,2br,2499,"prospect lefferts gardens, near winthrop 2 & 5 train lines.",1/23
Gorgeous 3 Bed with Private Balcony available!,3br,2850,"flatbush, short walk from the beverly rd. 2 & 5 train lines.",1/23
"3 Bed 2 Bath Duplex w/ Laundry, Roof Deck, Game Room, & Gym!",3br,3599,"ridgewood, near m & l train lines.",1/23
2 Bed 2 Bath Duplex w/ Private Terrace + in-unit Washer & Dryer!,2br,3395,"crown heights, short walk from the a/c train lines at nostra",1/23
Gorgeous 3 Bed Duplex in Williamsburg w/ in-unit Laundry!,3br,4646,"williamsburg, near lorimer j & m, and montrose l.",1/23
"Williamsburg - Luxury Duplex apt - 1.5 Bath - Laundry, Gym, Elevator",,4300,williamsburg / greenpoint,1/23
Williamsburg - Large 1 Bedroom with Office (2nd BR) - Heat included,1br,2750,e. williamsburg / williamsburg,1/23
E. Williamsburg / Bushwick - Beautiful 2 Bed /2 Bath - No fee,2br,3100,east williamsburg / bushwick,1/23
Beautiful Apartment!!!,,4790,financial district,1/23
638 Classon Avenue #2R,,3900,brooklyn,1/23
59TH STREET AND WOODSIDE AVE ONE BEDROOM NEAR #7 TRAIN AND 25MIN TO N,1br,1690,woodside,1/23
"$1,45o 2-Level LOFT/STUDIO w/Utilities Included",studio,1,near r+m trains+m+#7 trains- off broadway,1/23
Rental Apartment,,2995,brooklyn,1/23
"$3,2oo 3Bed 2Bath w/BBQ.Pit+Yard+2.Balconies+Parking PETS OK!",3br,3,near r+m+#7 trains- off broadway,1/23
Bright! Laundry in building! FREE MONTH!!,,2600,financial district,1/23
STUNNING BRIGHT 2BED/1BATH APARTMENT,2br,3599,lower east side,1/23
"Clean, quiet, and large room and studio",studio,2200,brooklyn,1/23
2 Bed | 2 Bath with Yard! Great Location!,2br,2500,ridgewood,1/23
63RD STREET AND WOODSIDE AVE ONE BEDROOM NEAR #7 TRAIN AND 25MIN TO N,1br,1665,woodside,1/23
Huge king 2bed/2bath w/ w/d in unit+elevator+doorman+parking+more!,2br,4000,bed stuy @ myrtle/willoughby g,1/23
Charming New 2 Bedroom Avail IMMED.  No LVRM.   Roommates OK! -W 46th,2br,2995,midtown west,1/23
Studio w/ Gas * Heat* Water Included in Manhattanville,studio,2275,harlem / morningside,1/23
Thanos Snapped these prices in half!,,2400,financial district,1/23
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",3br,3200,kensington  (close to prospect park and windsor terrace),1/23
APT. DE 2 DORMITORIOS PRIMER PISO BUILDING,,2300,"cerca del hospital montefiore, bronx, ny",1/23
"Brand New, Absolutely gorgeous, spacious, w/d in unit",,2350,bed-stuy/ stuyvesant heights,1/23
4 Bed 1.5 Bath w/Skylight,4br,3675,ridgewood,1/23
Large sunny apartment steps from Union Square.,,2799,east village,1/23
Steps from City College! Absolute Steal!,,2150,harlem / morningside,1/23
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,2900,crown heights,1/23
Private Garden! No stairs! Huge apartment!,,2650,harlem / morningside,1/23
"☀️NEW 1Bd/1Ba, Laundry in Unit, Rooftop☀️near JZ trains! No fee☀️",1br,2650,"bushwick, brooklyn",1/23
Beautiful Two Bedroom APT in Williamsburg,2br,2750,brooklyn,1/23
"APARTAMENTO DE UN DORMITORIO CERCA DEL  MONTEFIORE/TRENES D, #:2, #:4",,1500,"bronx, new york",1/23
Apartments in Greenpoint,,2400,greenpoint,1/23
Cozy and Spacious 3BR in MorningSide,3br,3495,harlem / morningside,1/23
2 bed 1 Bath in Historic🧱 Upper West Side!,2br,3100,upper west side,1/23
2 BR + Office apt w/ Amazing Light☀️great closet space🌲,2br,3250,"stuyvesant heights, brooklyn",1/23
LARGE 2 BEDROOM------------CHIMENY-----------HARDWOOD FLOORS---------H,2br,2000,astoria,1/23
"Renovated 2 bedroom with island, large closets, central air",2br,2199,brooklyn,1/23
1 Bedroom/1 Bathroom with renovated kitchen and bathroom on 3rd floor,1br,2600,upper west side,1/23
NICE JR. 1 BEDROOM IN WELL KEPT BUILDING NEAR ALL,1br,1650,richmond hill,1/23
$3300  - Gutted and fully Renovated 2Br 1Ba in Morningside,2br,3300,morningside heights,1/23
♡ 15 min to Times Sq - 42 St ♡,,1600,sunnyside/lic,1/23
MASSIVE 3 BED 1 BATH BROWNSTONE IN BEDSTUY FOR A SWEET PRICE! NO FEE!,3br,3150,bedstuy,1/23
5 Bed 2 Bath with,5br,4500,ocean hill,1/23
Brand New Ground Floor 3 Bedroom Apartment for Hasa!,3br,3000,parkchester- soundview,1/23
☀️Huge Duplex *Private Backyard* *Washer Dryer in Unit* NO FEE!!,,4695,"bedford stuyvesant j,m,z, and g trains @ myrtle broadway ave",1/23
Brand New Ground Floor 2 Bedroom Apartment for Hasa!,2br,2450,parkchester- soundview,1/23
Gorgeous Williamsburg 2 Bed w PRIVATE TERRACE,2br,4102,williamsburg,1/23
$3495 - 3 Bedroom Apartment with clever layout in Morningside Heights,3br,3495,morningside heights,1/23
Spacious 3 Bed 2 Bath!! Steps away from M train,3br,3200,ridgewood,1/23
*NO FEE* Midtown East Gorgeous One Bedroom w/ updated features,1br,3299,midtown east,1/23
Large Studio Apartment - Available for Rent,studio,1600,park hill - yonkers,1/23
Large 2 Bedroom Apartment!,2br,1800,park hill - yonkers,1/23
"Beautiful, sunlit 1 Bedroom 1 bath in Hell's Kitchen",1br,2550,midtown west,1/23
Large 3 Bedroom Apartment- Available for Rent!,3br,2180,park hill - yonkers,1/23
Beautiful 3 bedroom apartment- for Hasa!,3br,3000,wakefield - bronx,1/23
"Stunning Studio Located at 1 West Street, FiDi Full service building.",studio,2900,financial district,1/23
1 Bedroom Basement Apartment! $1500 !LAURELTON!,1br,1500,laurelton,1/23
LOFT SPACE - Natural Light - FREE MONTH,,2900,financial district,1/23
Beautiful Renovated *Washer Dryer in Unit* *Huge Backyard* NO FEE,,3933,"bedford stuyvesant j,m,z, and g trains @ myrtle broadway ave",1/23
ROSLYN HOUSE FOR RENT,,7000,long island,1/23
3.5 Bedroom / 2.5 Bath w/ huge Basement + Backyard,5br,3800,queens,1/23
Large Ground Floor 3 Bedroom Apartment For HASA,3br,3000,far rockaway - queens,1/23
Apartment Rentals,,2400,yonkers,1/23
"$1,6oo XL STUDIO w/Rooftop ~ PETS OK!",studio,1,10mins to manhattan - lowery st,1/23
FURNISHED 12 MONTH 1 BED 24H DOORMAN  FIDI,1br,4000,financial district,1/23
HUGE 2 BED 1 BATH IN BUSHWICK FOR A GREAT PRICE! LOTS OF LIGHT & SPACE,2br,2600,bushwick,1/23
LARGE 2 Bed Plus Office in the Heart of Bedstuy!!,2br,2700,bedstuy,1/23
Spacious and Bright 3 bedroom 1 bath + Private backyard,3br,2650,bushwick,1/23
MASSIVE 2 Bed 2 Bath Plus Office,2br,2800,bushwick,1/23
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3br,3100,flatbush,1/23
🔥Artist Loft ☀️Huge Skylight🌇 Private Rooftop *W&D in Unit* NO FEE!!,,4995,"prime bedstuy @ j, m, z, myrtle subway",1/23
NO FEE Renovated East Village 1BD - Washer Dryer & Balcony,1br,3495,east village,1/23
"Dishwasher, Doorman, Laundry, Stone Countertops",,3245,crown heights,1/23
"Stainless Steel Appliances, stone countertops, exposed brick",,2200,bed-stuy,1/23
East Village NO FEE Newly Renovated 2BD w/ Washer Dryer,2br,4295,east village,1/23
"Laundry, Roof Access, Dishwasher, Shared backyard, Stainless steel apl",,2799,bed-stuy,1/23
"Chic Loft-Like 2 Bed, 2 Bath + Balcony in Soho. Luxury Building. NO Fe",2br,15250,soho,1/23
MASSIVE PENTHOUSE. 4Bed/4Bath. UWS. NYC Chic Look. No Fee!,4br,16500,upper west side,1/23
"Washer/Dryer, Dishwasher, Elavator, AC, Roof Access, Gym",,2900,bed-stuy,1/23
Lofted 4 Bed 2 Bath!!! Natural Light,4br,5000,boerum hill,1/23
"Balcony, Dishwasher, AC, Washer/Dryer, Private Parking, Bike Storage",,3450,bed-stuy,1/23
Gorgeous 1bedroom/1bathroom unit,1br,4195,soho,1/23
"East 5th Street & A:  No-Fee 1-bedroom w washer & dryer, dishwasher",1br,3195,east village,1/23
Spacious 2 Bed 2 Bath NO FEE + Office space,2br,2800,brooklyn,1/23
"Dishwasher, Laundry, Shared Backyard, Roof Access",,2800,bed-stuy,1/23
Central Greenwich,,1400,greenwich ct,1/23
Large 2 Bedrooms with a private Backyard| NO FEE,2br,2799,bushwick,1/23
LUXURY 2 Bed in Fidi.  Amazing City + River Views!!,2br,7860,financial district,1/23
2 Bed 1 Bath PH + MASSIVE Private Roofdeck,2br,3000,bedstuy/bushwick,1/23
"East 5th Street & A:  No-Fee 1-bedroom w washer & dryer, dishwasher",1br,3195,east village,1/23
Apartament d 2 cuartos  2500,,2500,queens,1/23
Amazing Studio for Rent less then 30 seconds to 7 Train,studio,1600,sunnyside/lic/see video,1/23
UNDER PRICE! SPACIOUS 4 BEDROOM 1.5 BATH**NO FEE,4br,3000,crownheights,1/23
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1br,2200,flatbush,1/23
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,3br,3200,brooklyn,1/23
🌟New Studio Apartment in Flatbush $1900! Brooklyn College,studio,1900,flatbush,1/23
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2900,3br,2900,brooklyn,1/23
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,2500,flatbush,1/23
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3br,3150,crown heights,1/23
Comfortable 3BDR/2BA unit,3br,6995,midtown west,1/23
"East 4th & Ave B:  No-Fee 1-Bedroom w washer & dryer, dishwasher",1br,3395,east village,1/23
$2900 - Beautiful 2 Bedroom apartment in Washington Heights,2br,2900,washington heights,1/23
No Fee 4 Bed/ 2 Bath Duplex Apartment in Boerum Hill,4br,5000,boerum hill,1/23
Modern Meets Cozy Hidden Gem/Private entrance,,2500,new rochelle,1/23
LARGE 1 BED 1 BATH- DOORMAN BLDG- NO FEE,1br,2695,riverdale,1/23
"Mott & Prince: No-Fee Renovated 2-bedroom w washer & dryer, dishwasher",2br,4595,nolita / bowery,1/23
Stamford Apt,,2050,"fairfield co, ct",1/23
Spacious 1 bedroom Duplex in Crown Heights,1br,2300,brooklyn,1/23
AFFORDABLE RENOVATED HARLEM 1 BED 1 BATH- NO FEE,1br,2600,harlem / morningside,1/23
"Mott & Prince: No-Fee Renovated 2-bedroom w washer & dryer, dishwasher",2br,4595,nolita / bowery,1/23
"2BR DUPLEX near LIRR and #7Train,NEWkit/DISH,2BathsWASH/DRY,officeYARD",2br,3000,woodside near jackson heights,1/23
lease break in fabulous 2 bd 2ba in LIC,2br,5200,long island city,1/23
Run don't Walk-to this charming 2 Bed,2br,3295,upper east side,1/23
"3BR,GRANITEkit,2fullBathsL-shapeDR/LR,WASHER/DRYER,C/AIR",3br,2600,bayside near whitestone and douglaston,1/23
"HALF MONTH FEE3BRnearLIRR,Eat-n-Kit,L-ShapeDR/LR,1.5BathWOODfl,BALCONY",3br,2400,north flushing near bayside and whitestone,1/23
"Mott & Prince: No-Fee Renovated 2-bedroom w washer & dryer, dishwasher",2br,4595,nolita / bowery,1/23
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,2br,2995,clinton hill,1/23
LUXURY 1 BDMR APT AVAILABLE IN PRIME ASTORIA***LOTS OF AMENITIES**,1br,2934,astoria,1/23
"1BRwithYARD/DECK,NEW QUARTZkit/StainlessSteelAppl,WOODflrRENOVATEDbath",1br,2300,queens village,1/23
MODERN 2 BDRM GEM AVAILABLE IN BEDSTUY**ASAP MOVE IN***GREAT LOCATION,2br,2695,bedford stuyvesyant,1/23
SUPER SUNNY 2 BDRM PENTHOUSE AVAILABLE IN PRIME BUSHWICK*PRIVATE PATIO,2br,3150,bushwick,1/23
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,3br,4400,gowanus,1/23
"HALF MONTH FEE3BR,NEW QUARTZkit/STAINLESS STEELapp,NEWbathWOODfl,C/AIR",3br,2700,whitestone near north flushing and bayside,1/23
SPACIOUS 2 BDRM AVAILABLE IN BUSHWICK***ASAP MOVE IN***GREAT LOCATION,2br,2550,bushwick,1/23
2 bedroom apartment in Ridgewood-Open layout,2br,2600,ridgewood,1/23
SUPER SPACIOUS 3 BDRM DUPLEX W/BACKYARD IN RIDGEWOOD**GREAT DEAL**,3br,3695,ridgewood,1/23
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2br,2600,bushwick,1/23
SMALL STUDIO BY QUICK RENTAL FOR RENT,studio,1200,laurelton,1/23
Lovely 1 bedroom,1br,80,east harlem,1/23
SPACIOUS & NEW 1BR Apt. w/ Balcony,1br,3055,forest hills,1/23
FURNISH STUDIO 24H DOORMAN  FIDI,studio,3000,financial district,1/23
LARGE 2BED 1BATH- LAUNDRY IN UNIT! NO FEE!,2br,2895,midtown west,1/23
"2BR,YARD,near BAYSIDE LIRR,RENOVATED Kit and Bath,WOODflr,CENTRAL Air",2br,2000,bayside near douglaston and little neck,1/23
Incredibly SPACIOUS Studio Apt. Available NOW,studio,2695,forest hills,1/23
"FEE NEGOTIABLE,1BR near BAYSIDE LIRR,HUGE YARD for BBQ Grill, AbsentLL",1br,1900,"bayside near lirr station, douglaston and little neck",1/23
"1BR near BAYSIDE LIRR,NEWkit,NEWbath,HUGE BedroomNEW WOODflr,AbsentLL",1br,1750,bayside near north flushing and douglaston,1/23
!!HUGE PRIVATE OUTDOOR ROOF DECK!!  !!STEPS TO RIVERSIDE PARK!!,,3495,upper west side,1/23
**STUNNING NEW 2 BED/ 1 BATH APT NEAR PROSPECT PARK**NO FEE**,2br,3500,prospect park,1/23
KIPS BAY BRIGHT 🌞 LAUNDRY ELAVATOR 29ST &2ND AVE,,2600,murray hill,1/23
MASSIVE 2 BEDROOM 1.5 BATH PLUS A BASMENT**SHARED BACKYARD IN CLINTON HILL! NO F,2br,3000,clintonhill,1/23
"$1,6oo XL STUDIO w/Rooftop ~ PETS OK!",studio,1,10mins to manhattan - lowery st,1/23
"BIEN VENIDOS ROOMATES CERCA A TODO, SE PUEDE USAR COMO 2 DORMITORIOS",,1650,"woodside, sunnyside, astoria, jackson heights, elmhurst",1/23
BRIGHT studio apartment in ASTORIA,studio,1700,"astoria, queens",1/23
A BEAUTIFUL 2 bedroom in Staten Island!,2br,2125,staten island,1/23
3 bedroom in Staten Island!,3br,2350,staten island,1/23
1 bedroom apartment,1br,1600,staten island,1/23
**NEWLY RENOVATED 1 BED/ 1 BATH APT NEAR PROSPECT PARK**NO FEE**,1br,3000,prospect heights,1/23
NEWLY renovated 1 bedroom apartment in STATEN ISLAND,1br,1800,staten island,1/23
BEAUTIFULLY renovated 1 bedroom apartment in STATEN ISLAND,1br,1650,staten island,1/23
**GORGEOUS MASSIVE 4 BED/ 2 BATH APT IN PRIME BUSHWICK*NO FEE**,4br,4125,bushwick,1/23
NO FEE Luxury Studio w/ South-Facing City Views & Granite Kitchen in F,studio,2950,financial district,1/23
Charming 1 Bedroom in Kensington! Short walk to the F/G Trains!,1br,2150,kensington,1/23
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",3br,2600,crown heights,1/23
NO FEE Luxury Studio with North East Views & Granite Kitchen in FiDi!,studio,3425,financial district,1/23
* 3 BED WITH MASTER BATHROOM * NATURAL LIGHT * SEPARATE KITCHEN,3br,2599,brooklyn,1/23
jackson heights 1 bed elevator laundry rent stabilized,1br,1750,jackson heights,1/23
Rooms For Rent In Brooklyn,,1000,brooklyn,1/23
LARGE APARTMENT,,1380,jersey city,1/23
"Beautiful 2 bedroom in prime location, close to all......",2br,2700,chinatown / lit italy,1/23
A BRANDE new apartment in Brooklyn !,,2400,"brooklyn, ny",1/23
NO FEE | 24hr Doorman | Renovated | Roof-Deck | Media Room,,5800,upper west side,1/23
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3br,3200,bronx,1/23
NO FEE | 24hr Doorman | Renovated | Roof-Deck | Media Room,,3700,upper west side,1/23
24hr Doorman | Roof-Deck | GYM | Pool | Laundry on Floor | Garage,,6360,midtown east,1/23
24hr Doorman | Roof-Deck | GYM | Pool | Laundry on Floor | Garage,,5424,midtown east,1/23
24hr Doorman | Roof-Deck | GYM | Pool | Laundry on Floor | Garage,,4210,midtown east,1/23
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3br,2900,crown heights,1/23
"GORGEOUS STUDIO DUPLEX 1.5 BATH IN CROWN HEIGHTS! YARD, LAUNDRY, ROOF!",studio,2300,crown heights,1/23
GORGEOUS 1 BED 1 BATH IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,1br,2300,clinton hill,1/23
*STUNNING 2 BED 1 BATH IN LUXURY BUILDING! LOTS OF AMENITIES NO FEE!*,2br,2400,farragut,1/23
LIC-Studio-no fee-Amenities-GYM-3 Lounges/Laundry/Roof/Bike/AC/Dish,studio,2600,lic,1/23
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,4br,2750,crown heights,1/23
24hr Doorman | Roof-Deck | GYM | Pool | Laundry on Floor | Garage,,3565,midtown east,1/23
24hr Doorman | Roof Deck | Central Air | POOL | GYM,,3865,upper east side,1/23
24hr Doorman | Roof Deck | Central Air | POOL | GYM,,3220,upper east side,1/23
24hr Doorman | Roof Deck | Central Air | POOL | GYM,,3590,upper east side,1/23
24hr Doorman | Roof Deck | Central Air | POOL | GYM,,4888,upper east side,1/23
Large & Renovated 1BR w/ Dishwasher in Elevator/Laundry Bldg By Park,1br,2295,prospect park south / flatbush / ditmas park,1/23
1 Bedroom / 1 Bathroom,1br,1700,east elmhurst,1/23
Brand new building-studio-1 and 2 beds-elevator-gym-no fee,studio,3799,east williamsburg,1/23
"Spacious, Private 3 or 4 BR Apartment, Walk to Train",4br,3800,"wilton, ct",1/23
Beautiful garden level 2 bed/1 bath residence backyard access PLG!,2br,3000,prospect lefferts gardens,1/23
CO-OP UNIT*SPACIOUS*GARAGE*VERY CLOSE TO SHOPS/RESTAURANTS/RR*,,2100,white plains,1/23
SPACIOUS*ALMOST NEW*LAUNDRY*DISHWASHER*PARKING*CLOSE TO ALL*CAT OK****,,1995,white plains,1/23
No Brokers Fee! 2 bedroom apt in Stuy Heights $2800!,2br,2800,stuyvesant heights,1/23
ALL UTILITIES INCLUDED*PORCH*NEW APPLIANCES*HEAT INCLUDED*,,2895,yonkers,1/23
🛑 (pet friendly) 1BR gr8 size {$2735} available now ☚☟☛ 👀,1br,2735,upper east side,1/23
4 bedroom at a 3 bedroom price,3br,2400,yonkers,1/23
spacious one bedroom avaiable now,1br,1550,yonkers,1/23
Beautiful 1 Bedroom Apt in Pelham Bay,1br,1700,pelham bay,1/23
Sunny Bed-Stuy 2 bed Close to AC train,2br,3050,bed-stuy,1/23
"in quiet residential area of Yonkers,large 1 bed apartment!",1br,1600,yonkers(cross county shopping center),1/23
Massive Studio UWS 72nd St - Prewar Luxury DM Bldg,studio,3400,upper west side,1/23
"Large Bronx 1 bedroom apartment,ready to move in!",1br,1650,east treamont av(parkchester),1/23
"Large 2 bedrooms apt,quiet area,utilites included!",2br,1700,pelham gardens(astor av),1/23
Beautiful 2 Bedroom 2 Bathroom Duplex,2br,3950,woodside,1/23
1bedroom apt,1br,1550,brooklyn ny,1/23
Short term rental  Spacious 3 bed/ 2 bath apt in Bushwick,3br,3300,bushwick,1/23
👀 natural bright studio [$2360] pet friendly + gas & electric👍 peek,studio,2360,upper east side,1/23
Large 1 Bedroom in Crown Heights! Video available!,1br,1795,crown heights,1/23
Furnished One-Bedroom (shared backyard),,3600,park slope,1/23
For Rent in Kensington Brooklyn,,2500,"304 east 5 street brooklyn, ny",1/23
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2br,2600,bushwick,1/23
4BEDROOM DUPLEX / ENDLESS NATURAL LIGHT / 2 BATHROOMS**NO FEE,4br,5400,williamsburg,1/23
Spacious 3 bed 3 bath apt in Williamsburg,3br,4800,williamsburg,1/23
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,2900,crown heights,1/23
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,3br,2700,stuyvsent height,1/23
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,2br,2800,bushwick,1/23
SPACIOUS 4 BED / 2 BATH IN PRIME LOCATION ~ RIGHT OFF MYRTLE WYCKOFF,4br,3800,ridgewood,1/23
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,3br,2600,ocean hill,1/23
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2br,2500,flatbush,1/23
West Village 2 Bedroom,2br,4400,west village,1/23
One bed flat!! Best of Bushwick and Bed-Stuy,1br,2350,bushwick,1/23
"3 bdrm, 2 bath",3br,2900,"ridgefield, ct",1/23
"3 bdrm, 2 bath",3br,2900,ridgefield,1/23
1.5 bath____12 ft eilings______24/7 doorman_____walk in closet,,4200,financial district,1/23
Corner______Windows in all rooms________extra storage_,,3878,financial district,1/23
Seeking Roommate for my Renovated and Private 2 Bedroom Crown Heights,2br,1350,crown heights,1/23
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,2300,carnarsie,1/23
"**ROOM ONLY, SPACIOUS,WASHER, DRYER , DISHWASHER, STEPS TO TRAIN, NICE",,850,crown heights,1/23
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,2100,crown heights,1/23
"VERY BEAUTIFUL, SPACIOUS, SUN LIT APARTMENT AVAIL. NOW!",,3000,castle hill,1/23
Renovated 3bed** New Kitchen** W/D*Parking,3br,4000,harrison,1/23
3 Bedroom Apartment For Rent,3br,-1,queens,1/23
East Village 2 bedroom,2br,2900,east village,1/23
Upper East Side 2 Bedroom,2br,3800,upper east side,1/23
NewYorkCityApartments.com - 1000+ Manhattan Listings Updated Daily,,3800,midtown,1/23
NewYorkCityApartments.com - DUMBO - Luxury - Pool - Parking,,3315,dumbo brooklyn,1/23
NewYorkCityApartments.com - Greenpoint - New Construction Luxury,,6985,"greenpoint, brooklyn",1/23
NewYorkCityApartments.com - Greenpoint - New Construction Luxury,,3535,"greenpoint, brooklyn",1/23
NewYorkCityApartments.com - 1000+ Manhattan Listings Updated Daily,,7500,chelsea,1/23
NewYorkCityApartments.com 50+ Long Island City Listings Updated Daily,,4250,"long island city, queens",1/23
Newly renovated 2 bed 1 bath in Chelsea Available 3/1,2br,4695,chelsea,1/23
Luxury Massive Corner 3BR / 2BA Prime Midtown Unlimited River Views!,3br,8850,midtown,1/23
XXL 3BR / 2BA Prime Midtown Soaring River Views 24hr Building!,3br,8850,midtown west,1/23
1 Bedroom Apartment For Rent,1br,1650,"st. albans, queens",1/23
Corner 3BR / 2BA Prime Midtown Unlimited River Views 24hr Lux Buildin!,3br,8850,midtown,1/23
Lenox Hill East 70's Luxury 1BD Home w/ Washer Dryer - Call to view!,1br,4950,upper east side,1/23
🛑PROSPECT PARK🟢NEW 2BR/Backyard/Laundry B/Q/2/5Train No Fee,2br,2899,prospect lefferts gardens,1/22
"Small, renovated STUDIO - heat, water, gas INCLUDED",studio,1325,fresh meadows,1/22
Unique 1 BR/1.5 BT with Private Backyard! in UWS,1br,4500,upper west side,1/22
No Fee 4-bedroom duplex in 2-family home,4br,4200,kensington,1/22
Dream 3B/1BA available April 1st in Flatbush! {REF#159},,2943,flatbush,1/22
Recently Renovated Studio w/ DW + MW+ SS Kitchen,studio,2500,upper west side,1/22
Recently Renovated 2BR/2BT w/ Private Rooftop! IN UWS,2br,5500,upper west side,1/22
"Heart Of Bushwick!LIGHT! Window In Livingroom, PRIVATE 600ft DECK!!!!!",,3200,bushwick,1/22
AMAZING DEAL! JUST MINUTES From MARIA HENANDEZ & Dekalb L  BIG LIVINGR,,2900,bushwick,1/22
Studio for rent,studio,1900,hillside ave & 196th st,1/22
Cozy and Spacious 1BR/2BATH in Bloomingdale,1br,3900,upper west side,1/22
NO FEE 600SF STUDIO WITH TERRACE FIDI,studio,3000,financial district,1/22
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,2500,flatbush,1/22
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3br,3150,crown heights,1/22
Myrtle/Wyckoff___2br $2250___Bushwick Ridgewood Bed Stuy Crown Heights,2br,2250,bushwick________________________________,1/22
"Lovely, Spacious 3 bed, 2 bath Rental",3br,2500,brooklyn,1/22
2 BEDROOM YONKERS = BASEMENT STUDIO,studio,1950,yonkers,1/22
SUPER SPACIOUS 3 BDRM DUPLEX W/BACKYARD IN RIDGEWOOD**GREAT DEAL**,3br,3695,ridgewood,1/22
SPACIOUS 2 BDRM AVAILABLE IN BUSHWICK***ASAP MOVE IN***GREAT LOCATION,2br,2550,bushwick,1/22
